timestamp,strain_id,parent_id,generation,mantra_content,mantra_theme,contagion_power,dogma_intensity,latency_period,emergence_time,carrier_count,exposed_count,total_adherents,prevalence,is_root,mutation_count
377,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
377,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
377,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
377,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
377,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
377,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
377,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
377,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
377,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
377,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
377,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
378,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
378,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
378,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
378,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
378,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
378,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
378,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
378,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
378,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
378,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
378,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
378,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
378,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
378,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
378,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
378,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
378,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
378,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
378,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
378,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
379,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
379,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
379,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
379,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
379,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
379,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
379,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
379,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
379,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
379,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
379,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
379,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
379,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
379,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
379,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
379,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
379,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
379,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
379,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
379,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
380,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
380,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
380,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
380,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
380,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
380,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
380,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
380,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
380,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
380,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
380,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
380,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
380,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
380,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
380,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
380,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
380,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
380,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
380,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
380,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
381,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
381,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
381,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
381,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
381,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
381,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
381,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
381,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
381,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
381,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
381,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
381,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
381,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
381,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
381,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
381,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
381,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
381,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
381,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
381,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
382,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
382,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
382,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
382,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
382,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
382,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
382,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
382,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
382,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
382,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
382,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
382,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
382,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
382,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
382,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
382,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
382,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
382,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
382,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
382,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
383,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
383,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
383,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
383,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
383,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
383,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
383,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
383,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
383,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
383,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
383,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
383,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
383,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
383,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
383,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
383,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
383,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
383,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
383,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
383,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
384,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
384,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
384,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
384,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
384,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
384,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
384,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
384,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
384,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
384,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
384,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
384,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
384,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
384,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
384,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
384,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
384,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
384,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
384,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
384,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
385,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
385,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
385,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
385,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
385,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
385,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
385,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
385,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
